lat,lng,name,property
31.74166,54.19969,قرية المجوس,old
34.53751,62.7655,رباط ميانه,old
37.51437,56.95205,اجغ,old
36.98777,57.43023,أسفراين,old
37.47068,57.26175,سبداست,new
37.03704,57.12094,سبداست,new
null,null,البذان,new
31.99567,48.30405,بصنا,old
33.90162,35.5091,بيروت,old
37.05514,41.22167,نصيبين,old
36.99109,41.72002,أذرمة,old
37.18967,41.48245,المونسة,new
36.85799,41.45857,المونسة,new
null,null,جب أمير المؤمنين,new
34.33419,62.15235,هراة,old
30.00577,53.78841,راس الدنيا,old
40.22314,68.82906,خاوص,old
40.71867,68.80969,بناكث,old
41.03701,68.97779,نهر الشاش,new
40.92145,68.62013,نهر الشاش,new
null,null,الغاضرة,new
31.1949,29.90981,الاسكندرية,old
30.71061,31.79581,فاقوس,old
null,null,قرقيسيا,new
27.67097,36.48835,الرحبة,old
34.71355,40.74111,الدالية,old
35.4148,40.59626,فدين,old
37.11078,42.72248,الحسنية,old
36.63683,43.055,مزارعى,old
37.01396,42.99619,معلثايا,new
36.73617,42.78237,معلثايا,new
37.03409,61.47492,تلستانة,old
36.51694,61.18671,سرخس,old
37.17132,61.16474,أشترمغك,new
36.37223,61.49566,أشترمغك,new
null,null,الدامغان,new
36.2852,54.80181,الحدادة,old
35.97336,54.04249,جرمجوى,old
null,null,باحمشا,new
33.85526,44.22504,عكبرا,old
31.65292,44.18717,القادسية,old
null,null,المدائن,new
33.35932,44.35693,بغداد,old
32.97916,44.8461,السيب,old
null,null,بستان بنى عامر,new
21.39132,39.83612,مکه,old
21.62677,40.42853,ذات عرق,old
29.92283,50.27838,سينيز,old
30.34108,50.22217,ريشهر,old
30.21369,50.49933,مهربان,new
30.05091,50.00241,مهربان,new
null,null,بخارا,new
39.55752,64.07172,بيكند,old
39.58498,64.73843,جكم,old
39.90472,64.25722,امزه,old
null,null,كورستان,new
31.4767,50.23675,جسر جهنم,old
33.99489,-6.88943,الرباط,old
null,null,غبيرا,new
29.85672,56.71727,خناب,old
29.61836,57.06721,كوغون,old
null,null,تل حور,new
37.9151,40.21323,آمد,old
38.35806,38.35767,ملطين,old
null,null,دير بازما,new
33.43161,44.59405,النهروان,old
33.94151,44.9231,الدسكرة,old
33.62812,50.05422,ابتعه,old
33.88116,49.54697,الكرج,old
33.93204,49.83726,جراناباذ,new
33.5802,49.76365,جراناباذ,new
40.50009,62.28269,رباط حسن,old
40.18541,62.82511,رباط طغان,old
40.6711,62.59378,رباط جكربند,new
40.01949,62.51331,رباط جكربند,new
31.28576,49.60131,رامهرمز,old
30.96763,49.80777,خابران,old
31.40761,49.76142,وادي الملح,new
31.03921,49.52322,وادي الملح,new
null,null,یثرب,new
36.0896,35.99387,السويدية,old
24.85968,40.00579,بطن النخل,old
null,null,قنوان,new
33.08994,50.95356,مرج وزهر,old
33.3812,50.29276,جرباذقان,old
null,null,رباط عبد الله,new
31.36919,63.54388,رباط قهستان,old
31.39108,64.39078,بست,old
30.49692,47.83555,الأبلة,old
30.41602,48.14211,فم العضدى,old
30.80474,48.0295,نهر دبا,new
30.11022,47.94668,نهر دبا,new
null,null,بدش,new
36.2852,54.80181,الحدادة,old
36.39341,55.67094,مرجان,old
29.6096,51.94222,دشت ارزن,old
29.60743,51.68412,كازرون,old
29.81192,51.81229,قرية الحطب,new
29.40544,51.81343,قرية الحطب,new
null,null,زردوخ بريدا,new
41.2861,61.09517,هزاراسب,old
41.38937,60.68254,كردرانخاس,old
null,null,القاع,new
35.9347,64.83857,اليهودية,old
36.65136,65.78352,اشبورقان,old
38.5865,44.99055,خوى,old
40.16468,44.68562,دبيل,old
39.05149,45.54765,نشوى,new
38.61164,44.3477,نشوى,new
null,null,الكبس,new
33.69175,10.27879,كتانة,old
35.70049,10.14137,القيروان,old
null,null,نهر الاردن,new
31.93113,35.91903,عمان,old
31.77768,35.20345,بيت المقدس,old
null,null,الملتان,new
29.64265,67.65738,بالس,old
25.8651,68.87697,المنصورة,old
29.12094,70.8735,بسمد,old
null,null,رائين,new
29.25713,53.20589,سروستان,old
29.61836,57.06721,كوغون,old
null,null,أسداواذ,new
36.36629,56.13276,هفدر,old
34.77554,48.57908,همذان,old
34.4958,47.90457,قصر اللصوص,old
null,null,دشت داودي,new
29.60089,50.53898,جنابة,old
26.71435,42.29198,توز,old
39.86701,47.46081,البيلقان,old
40.45334,47.23624,برذعة,old
40.29826,47.51439,يونان,new
40.02435,47.18411,يونان,new
null,null,موخكان,new
28.65133,58.73846,ريكان,old
32.22674,47.30428,الطيب,old
null,null,منزل,new
43.25,68.3157,شاوغر,old
27.50168,36.07695,الكلاية,old
42.62635,70.80406,بارجاخ,old
null,null,حى عبد الله,new
31.67644,24.83486,مرج الشيخ,old
31.99027,23.96719,جياد الصغير,old
null,null,خرائب ابى حليمة,new
36.17215,60.54672,العقبة,old
31.35376,26.11423,خربة القوم,old
42.80533,59.79383,كردر,old
42.39769,59.5047,مزداخقان,old
43.02402,59.49472,وردراغ,new
42.17288,59.80213,وردراغ,new
34.21059,48.90536,جوراب,old
34.77554,48.57908,همذان,old
34.64592,48.85744,طاق سعيد,new
34.34354,48.62822,طاق سعيد,new
null,null,قرطبة,new
39.88926,-4.0521,طليطلة,old
37.4079,-5.96199,اشبيلية,old
33.91455,-5.56626,مكناسة,old
null,null,عين الحجر,new
34.01251,36.19213,بعلبك,old
33.57083,35.71229,القرعون,old
22.38571,39.56795,الخيم,old
21.88079,39.46144,عسفان,old
22.0856,39.64789,أمج,new
22.17913,39.38243,أمج,new
null,null,مجانة,new
35.32395,5.35573,طبنة,old
35.49564,6.62915,دوفانة,old
35.66309,4.53218,المسيلة,old
35.54259,5.0297,مقرة,old
null,null,كولسره,new
37.38856,47.2569,خونج,old
37.34276,46.24758,مراغة,old
null,null,مجدل سلم,new
33.2515,35.67787,بانياس,old
33.26921,35.20796,صور,old
null,null,طبوس,new
38.61412,39.83119,شمشاط,old
38.35806,38.35767,ملطين,old
null,null,ماذرواستان,new
34.30577,46.22379,المرج,old
33.94771,56.22435,حلوان,old
null,null,كير حراس,new
34.21512,48.39263,نهاوند,old
34.4958,47.90457,قصر اللصوص,old
null,null,عميان,new
31.2579,35.73272,مآب,old
32.07029,36.08689,الزرقاء,old
34.43457,46.93427,الزبيدية,old
34.32388,47.09845,قرماسين,old
34.51977,47.21573,قصر عمرو,new
34.06683,47.07237,قصر عمرو,new
32.19588,34.80739,ارسوف,old
32.7475,34.95381,الكنيسة,old
32.17778,34.88134,كفرسابا,old
32.43804,34.96499,قيسارية,new
32.50356,34.79689,قيسارية,new
32.0511,48.85461,تستر,old
31.99567,48.30405,بصنا,old
32.17254,47.70188,قرقوب,old
32.14295,48.57364,قرية الرمل,new
31.90429,48.58416,قرية الرمل,new
36.7312,54.05573,طميسة,old
37.02772,54.04327,آبسكون,old
36.53215,53.11807,سارية,old
36.91457,54.34077,أستراباذ,new
36.84405,53.75903,أستراباذ,new
null,null,راس العقبة,new
26.71435,42.29198,توز,old
29.66188,51.54129,دريز,old
null,null,كه,new
34.84737,67.80206,الباميان,old
35.38044,67.85287,مذر,old
32.49681,45.96969,نهر سابس,old
32.59694,45.4265,النعمانية,old
32.63782,45.70613,جبل,new
32.4576,45.68954,جبل,new
19.51994,42.71961,جسداء,old
20.04558,42.41439,تبالة,old
19.82177,42.60348,بیشة,new
19.74604,42.53183,بیشة,new
39.44667,65.02339,رباط عتيق,old
39.03468,65.44949,بزدة,old
39.74891,65.32154,جب سعيد,new
38.74045,65.14993,جب سعيد,new
null,null,دارجين,new
29.25713,53.20589,سروستان,old
29.10304,58.34327,بم,old
null,null,زامين,new
40.22314,68.82906,خاوص,old
39.67905,67.03225,سمرقند,old
null,null,قزدار,new
25.8651,68.87697,المنصورة,old
27.46467,63.94609,مشكى,old
null,null,خرمة,new
41.72062,60.70385,كث,old
29.54062,52.92548,داريان,old
27.8168,52.39133,جم,old
28.41977,52.36569,كيرند,old
28.14357,52.60355,برزرة,new
28.09271,52.15501,برزرة,new
null,null,دهك,new
31.2857,62.39332,حروري,old
31.38151,63.14407,رباط كرودين,old
null,null,اريحاء,new
31.92484,34.86436,الرملة,old
31.80167,35.60287,بيت الرام,old
32.22047,35.24238,نابلس,old
31.77768,35.20345,بيت المقدس,old
30.2849,53.1975,كهمندة,old
29.97008,52.92548,إصطخر,old
30.26913,52.90272,بئر,new
29.82997,53.08694,بئر,new
41.88381,60.37258,غردمان,old
41.50228,60.94019,شراخان,old
41.02958,70.53285,خاس,old
41.91352,60.69167,كاث,new
41.47775,60.62097,كاث,new
30.13418,53.0309,قرية ابن بندار,old
30.63942,53.18449,قرية الخلاف,old
30.20359,53.323,كماهنك,new
30.56584,52.8926,كماهنك,new
null,null,قرین,new
21.46201,39.1779,جدة,old
21.39132,39.83612,مکه,old
31.24752,49.04158,أجم,old
31.28576,49.60131,رامهرمز,old
31.36636,49.31814,آزر,new
31.16753,49.32395,آزر,new
null,null,الناووسة,new
33.6437,42.80628,هيت,old
34.43481,41.95904,عانة,old
null,null,نفرة,new
41.44051,-5.76776,سمورة,old
35.55078,0.442,هوارة,old
null,null,كلكاو,new
26.28437,50.19373,الدارين,old
36.12138,58.79841,نيسابور,old
31.72221,61.60731,جوين,old
31.26104,61.74272,كركويه,old
31.81148,61.91828,بشتر,new
31.17842,61.43205,بشتر,new
32.0511,48.85461,تستر,old
31.32986,48.69059,الأهواز,old
31.62147,48.90322,العسكر,new
31.75659,48.64322,العسكر,new
null,null,قسطان,new
35.30758,50.77259,مشكويه,old
35.62754,51.50831,الرى,old
null,null,قاووس,new
31.03706,35.46845,صغر,old
31.53018,35.08912,مسجد إبراهيم,old
null,null,املوتا,new
37.51437,56.95205,اجغ,old
37.57458,55.99881,دينازارى,old
35.30758,50.77259,مشكويه,old
34.97799,50.42711,ساوة,old
35.43139,50.48705,ودروه,new
34.85118,50.71133,ودروه,new
30.39947,56.02186,الروذان,old
29.79365,55.67825,كردكان,old
30.13305,55.91036,أناس,new
30.20225,55.87182,أناس,new
34.42798,48.54618,راكاه,old
34.77554,48.57908,همذان,old
34.54399,48.82661,الديمر,new
34.65763,48.2993,الديمر,new
null,null,أوزكند,new
40.53599,72.85752,أوش,old
36.17215,60.54672,العقبة,old
40.79993,62.06959,نابادغين,old
41.35412,61.49617,رباط ماش,old
41.19127,61.80737,مضيق النهر,new
40.96947,61.75895,مضيق النهر,new
null,null,خان,new
30.81069,48.92625,الدورق,old
31.99567,48.30405,بصنا,old
35.9347,64.83857,اليهودية,old
36.46025,64.93938,فارياب,old
35.9054,65.15999,قصر الأمير,new
36.48128,64.61786,قصر الأمير,new
34.32388,47.09845,قرماسين,old
34.46868,47.65232,قنطرة النعمان,old
34.4848,47.36433,جبل بيستون,new
34.30755,47.3856,جبل بيستون,new
null,null,داور,new
31.86882,35.48149,الغور,old
31.39108,64.39078,بست,old
null,null,جيحون,new
39.06795,63.51255,آمل,old
39.17015,63.61874,فربر,old
null,null,شوروخ,new
40.13581,63.16025,الرمل,old
39.99849,63.82036,رباط تاش,old
null,null,مسجد أويس,new
37.9789,41.65964,أرزن,old
38.64984,-9.19189,المعدن,old
28.26649,54.21531,كرب,old
28.05935,53.70323,كاريان,old
28.38115,53.92777,جويم ابى احمد,new
27.94335,53.98961,جويم ابى احمد,new
14.1937,44.03504,السحول,old
14.56364,44.3972,ذمار,old
14.25594,44.28003,یحصب,new
14.49895,44.15172,یحصب,new
null,null,شروراح,new
13.97911,44.17683,الثجة,old
17.60657,43.54039,المهجرة,old
null,null,جنكى,new
33.99489,-6.88943,رباط,old
31.39074,65.88026,رباط الحجرية,old
36.88847,62.46952,بحيرآباذ,old
37.39749,62.29575,فاز,old
37.50741,62.61061,مهدي آباذ,new
36.7862,62.15477,مهدي آباذ,new
null,null,سابرخاست,new
36.5057,46.2141,برزة,old
37.34276,46.24758,مراغة,old
null,null,سيمور,new
19.90633,73.01422,سندان,old
7.60759,80.81976,سرنديب,old
null,null,الفعونية,new
38.61412,39.83119,شمشاط,old
38.75874,39.2247,حصن زياد,old
null,null,الخان حان لنجان,new
35.9347,64.83857,اليهودية,old
31.79256,51.69552,كرو,old
31.25559,52.02871,خان روشن,old
30.82066,52.44521,قصر أعين,old
31.25837,52.32292,إصطخران,new
30.82215,52.15124,إصطخران,new
null,null,مخيل,new
32.77902,22.203,حليمان,old
32.18179,23.31692,جب الميدعان,old
null,null,المعلاة,new
13.87387,44.72906,بدر,old
24.11893,39.2976,الروحاء,old
null,null,فلس,new
35.28205,-1.45702,الشقور,old
35.36971,1.36504,تاهرت,old
null,null,الطاحونة,new
30.80549,28.8519,حنية الروم,old
30.91449,27.94768,كنائس الحرير,old
null,null,ذات السلاسل,new
30.04325,31.24964,الفسطاط,old
30.40094,30.81078,ترنوط,old
29.98842,52.19005,خلار,old
29.61884,52.52867,شيراز,old
30.02247,52.37011,قرية جويم,new
29.70533,52.24073,قرية جويم,new
30.51616,50.39397,الزيتون,old
30.34108,50.22217,ريشهر,old
30.76751,50.31554,ارجان,new
30.30275,50.51014,ارجان,new
null,null,وفراوندة,new
33.44757,48.7573,دارقان,old
33.88116,49.54697,كرج,old
34.27292,62.58466,خيسار,old
35.20428,62.42996,كيف,old
34.90118,62.7153,v,new
34.58061,62.30137,v,new
null,null,قورية,new
38.89521,-6.32886,ماردة,old
36.67738,9.20563,باجة,old
null,null,قصر يزيد,new
34.43457,46.93427,الزبيدية,old
34.30577,46.22379,المرج,old
null,null,يعاث,new
34.01251,36.19213,بعلبك,old
34.44699,36.56409,جوسية,old
34.23688,42.18317,الفحيمة,old
34.43481,41.95904,عانة,old
34.60739,42.20359,آلوسة,new
34.06695,41.93848,آلوسة,new
null,null,سقيا بنى غفار,new
23.22814,39.09484,الأبواء,old
23.85851,39.20944,العرج,old
41.86361,59.74298,اوزارمند,old
42.00196,59.39815,نوزوار,old
42.44659,59.6223,روزوند,new
41.42256,59.51666,روزوند,new
21.39132,39.83612,مکة,old
21.46576,40.21296,قرن,old
21.62711,40.00076,بئر ابن المرتفع,new
21.23003,40.04703,بئر ابن المرتفع,new
42.80533,59.79383,كردر,old
42.39769,59.5047,مزداخقان,old
42.78086,59.47524,درسان,new
42.21635,59.67899,درسان,new
null,null,صيدا,new
34.15941,35.99225,جبل لبنان,old
33.90162,35.5091,بيروت,old
33.51843,36.30199,دمشق,old
33.26921,35.20796,صور,old
null,null,خاره,new
31.74166,54.19969,قرية المجوس,old
34.53751,62.7655,رباط ميانه,old
37.51437,56.95205,اجغ,old
36.98777,57.43023,أسفراين,old
37.47068,57.26175,سبداست,new
37.03704,57.12094,سبداست,new
null,null,البذان,new
31.99567,48.30405,بصنا,old
33.90162,35.5091,بيروت,old
37.05514,41.22167,نصيبين,old
36.99109,41.72002,أذرمة,old
37.18967,41.48245,المونسة,new
36.85799,41.45857,المونسة,new
null,null,جب أمير المؤمنين,new
34.33419,62.15235,هراة,old
30.00577,53.78841,راس الدنيا,old
40.22314,68.82906,خاوص,old
40.71867,68.80969,بناكث,old
41.03701,68.97779,نهر الشاش,new
40.92145,68.62013,نهر الشاش,new
null,null,الغاضرة,new
31.1949,29.90981,الاسكندرية,old
30.71061,31.79581,فاقوس,old
null,null,قرقيسيا,new
27.67097,36.48835,الرحبة,old
34.71355,40.74111,الدالية,old
35.4148,40.59626,فدين,old
37.11078,42.72248,الحسنية,old
36.63683,43.055,مزارعى,old
37.01396,42.99619,معلثايا,new
36.73617,42.78237,معلثايا,new
37.03409,61.47492,تلستانة,old
36.51694,61.18671,سرخس,old
37.17132,61.16474,أشترمغك,new
36.37223,61.49566,أشترمغك,new
null,null,الدامغان,new
36.2852,54.80181,الحدادة,old
35.97336,54.04249,جرمجوى,old
null,null,باحمشا,new
33.85526,44.22504,عكبرا,old
31.65292,44.18717,القادسية,old
null,null,المدائن,new
33.35932,44.35693,بغداد,old
32.97916,44.8461,السيب,old
null,null,بستان بنى عامر,new
21.39132,39.83612,مکه,old
21.62677,40.42853,ذات عرق,old
29.92283,50.27838,سينيز,old
30.34108,50.22217,ريشهر,old
30.21369,50.49933,مهربان,new
30.05091,50.00241,مهربان,new
null,null,بخارا,new
39.55752,64.07172,بيكند,old
39.58498,64.73843,جكم,old
39.90472,64.25722,امزه,old
null,null,كورستان,new
31.4767,50.23675,جسر جهنم,old
33.99489,-6.88943,الرباط,old
null,null,غبيرا,new
29.85672,56.71727,خناب,old
29.61836,57.06721,كوغون,old
null,null,تل حور,new
37.9151,40.21323,آمد,old
38.35806,38.35767,ملطين,old
null,null,دير بازما,new
33.43161,44.59405,النهروان,old
33.94151,44.9231,الدسكرة,old
33.62812,50.05422,ابتعه,old
33.88116,49.54697,الكرج,old
33.93204,49.83726,جراناباذ,new
33.5802,49.76365,جراناباذ,new
40.50009,62.28269,رباط حسن,old
40.18541,62.82511,رباط طغان,old
40.6711,62.59378,رباط جكربند,new
40.01949,62.51331,رباط جكربند,new
31.28576,49.60131,رامهرمز,old
30.96763,49.80777,خابران,old
31.40761,49.76142,وادي الملح,new
31.03921,49.52322,وادي الملح,new
null,null,یثرب,new
36.0896,35.99387,السويدية,old
24.85968,40.00579,بطن النخل,old
null,null,قنوان,new
33.08994,50.95356,مرج وزهر,old
33.3812,50.29276,جرباذقان,old
null,null,رباط عبد الله,new
31.36919,63.54388,رباط قهستان,old
31.39108,64.39078,بست,old
30.49692,47.83555,الأبلة,old
30.41602,48.14211,فم العضدى,old
30.80474,48.0295,نهر دبا,new
30.11022,47.94668,نهر دبا,new
null,null,بدش,new
36.2852,54.80181,الحدادة,old
36.39341,55.67094,مرجان,old
29.6096,51.94222,دشت ارزن,old
29.60743,51.68412,كازرون,old
29.81192,51.81229,قرية الحطب,new
29.40544,51.81343,قرية الحطب,new
null,null,زردوخ بريدا,new
41.2861,61.09517,هزاراسب,old
41.38937,60.68254,كردرانخاس,old
null,null,القاع,new
35.9347,64.83857,اليهودية,old
36.65136,65.78352,اشبورقان,old
38.5865,44.99055,خوى,old
40.16468,44.68562,دبيل,old
39.05149,45.54765,نشوى,new
38.61164,44.3477,نشوى,new
null,null,الكبس,new
33.69175,10.27879,كتانة,old
35.70049,10.14137,القيروان,old
null,null,نهر الاردن,new
31.93113,35.91903,عمان,old
31.77768,35.20345,بيت المقدس,old
null,null,الملتان,new
29.64265,67.65738,بالس,old
25.8651,68.87697,المنصورة,old
29.12094,70.8735,بسمد,old
null,null,رائين,new
29.25713,53.20589,سروستان,old
29.61836,57.06721,كوغون,old
null,null,أسداواذ,new
36.36629,56.13276,هفدر,old
34.77554,48.57908,همذان,old
34.4958,47.90457,قصر اللصوص,old
null,null,دشت داودي,new
29.60089,50.53898,جنابة,old
26.71435,42.29198,توز,old
39.86701,47.46081,البيلقان,old
40.45334,47.23624,برذعة,old
40.29826,47.51439,يونان,new
40.02435,47.18411,يونان,new
null,null,موخكان,new
28.65133,58.73846,ريكان,old
32.22674,47.30428,الطيب,old
null,null,منزل,new
43.25,68.3157,شاوغر,old
27.50168,36.07695,الكلاية,old
42.62635,70.80406,بارجاخ,old
null,null,حى عبد الله,new
31.67644,24.83486,مرج الشيخ,old
31.99027,23.96719,جياد الصغير,old
null,null,خرائب ابى حليمة,new
36.17215,60.54672,العقبة,old
31.35376,26.11423,خربة القوم,old
42.80533,59.79383,كردر,old
42.39769,59.5047,مزداخقان,old
43.02402,59.49472,وردراغ,new
42.17288,59.80213,وردراغ,new
34.21059,48.90536,جوراب,old
34.77554,48.57908,همذان,old
34.64592,48.85744,طاق سعيد,new
34.34354,48.62822,طاق سعيد,new
null,null,قرطبة,new
39.88926,-4.0521,طليطلة,old
37.4079,-5.96199,اشبيلية,old
33.91455,-5.56626,مكناسة,old
null,null,عين الحجر,new
34.01251,36.19213,بعلبك,old
33.57083,35.71229,القرعون,old
22.38571,39.56795,الخيم,old
21.88079,39.46144,عسفان,old
22.0856,39.64789,أمج,new
22.17913,39.38243,أمج,new
null,null,مجانة,new
35.32395,5.35573,طبنة,old
35.49564,6.62915,دوفانة,old
35.66309,4.53218,المسيلة,old
35.54259,5.0297,مقرة,old
null,null,كولسره,new
37.38856,47.2569,خونج,old
37.34276,46.24758,مراغة,old
null,null,مجدل سلم,new
33.2515,35.67787,بانياس,old
33.26921,35.20796,صور,old
null,null,طبوس,new
38.61412,39.83119,شمشاط,old
38.35806,38.35767,ملطين,old
null,null,ماذرواستان,new
34.30577,46.22379,المرج,old
33.94771,56.22435,حلوان,old
null,null,كير حراس,new
34.21512,48.39263,نهاوند,old
34.4958,47.90457,قصر اللصوص,old
null,null,عميان,new
31.2579,35.73272,مآب,old
32.07029,36.08689,الزرقاء,old
34.43457,46.93427,الزبيدية,old
34.32388,47.09845,قرماسين,old
34.51977,47.21573,قصر عمرو,new
34.06683,47.07237,قصر عمرو,new
32.19588,34.80739,ارسوف,old
32.7475,34.95381,الكنيسة,old
32.17778,34.88134,كفرسابا,old
32.43804,34.96499,قيسارية,new
32.50356,34.79689,قيسارية,new
32.0511,48.85461,تستر,old
31.99567,48.30405,بصنا,old
32.17254,47.70188,قرقوب,old
32.14295,48.57364,قرية الرمل,new
31.90429,48.58416,قرية الرمل,new
36.7312,54.05573,طميسة,old
37.02772,54.04327,آبسكون,old
36.53215,53.11807,سارية,old
36.91457,54.34077,أستراباذ,new
36.84405,53.75903,أستراباذ,new
null,null,راس العقبة,new
26.71435,42.29198,توز,old
29.66188,51.54129,دريز,old
null,null,كه,new
34.84737,67.80206,الباميان,old
35.38044,67.85287,مذر,old
32.49681,45.96969,نهر سابس,old
32.59694,45.4265,النعمانية,old
32.63782,45.70613,جبل,new
32.4576,45.68954,جبل,new
19.51994,42.71961,جسداء,old
20.04558,42.41439,تبالة,old
19.82177,42.60348,بیشة,new
19.74604,42.53183,بیشة,new
39.44667,65.02339,رباط عتيق,old
39.03468,65.44949,بزدة,old
39.74891,65.32154,جب سعيد,new
38.74045,65.14993,جب سعيد,new
null,null,دارجين,new
29.25713,53.20589,سروستان,old
29.10304,58.34327,بم,old
null,null,زامين,new
40.22314,68.82906,خاوص,old
39.67905,67.03225,سمرقند,old
null,null,قزدار,new
25.8651,68.87697,المنصورة,old
27.46467,63.94609,مشكى,old
null,null,خرمة,new
41.72062,60.70385,كث,old
29.54062,52.92548,داريان,old
27.8168,52.39133,جم,old
28.41977,52.36569,كيرند,old
28.14357,52.60355,برزرة,new
28.09271,52.15501,برزرة,new
null,null,دهك,new
31.2857,62.39332,حروري,old
31.38151,63.14407,رباط كرودين,old
null,null,اريحاء,new
31.92484,34.86436,الرملة,old
31.80167,35.60287,بيت الرام,old
32.22047,35.24238,نابلس,old
31.77768,35.20345,بيت المقدس,old
30.2849,53.1975,كهمندة,old
29.97008,52.92548,إصطخر,old
30.26913,52.90272,بئر,new
29.82997,53.08694,بئر,new
41.88381,60.37258,غردمان,old
41.50228,60.94019,شراخان,old
41.02958,70.53285,خاس,old
41.91352,60.69167,كاث,new
41.47775,60.62097,كاث,new
30.13418,53.0309,قرية ابن بندار,old
30.63942,53.18449,قرية الخلاف,old
30.20359,53.323,كماهنك,new
30.56584,52.8926,كماهنك,new
null,null,قرین,new
21.46201,39.1779,جدة,old
21.39132,39.83612,مکه,old
31.24752,49.04158,أجم,old
31.28576,49.60131,رامهرمز,old
31.36636,49.31814,آزر,new
31.16753,49.32395,آزر,new
null,null,الناووسة,new
33.6437,42.80628,هيت,old
34.43481,41.95904,عانة,old
null,null,نفرة,new
41.44051,-5.76776,سمورة,old
35.55078,0.442,هوارة,old
null,null,كلكاو,new
26.28437,50.19373,الدارين,old
36.12138,58.79841,نيسابور,old
31.72221,61.60731,جوين,old
31.26104,61.74272,كركويه,old
31.81148,61.91828,بشتر,new
31.17842,61.43205,بشتر,new
32.0511,48.85461,تستر,old
31.32986,48.69059,الأهواز,old
31.62147,48.90322,العسكر,new
31.75659,48.64322,العسكر,new
null,null,قسطان,new
35.30758,50.77259,مشكويه,old
35.62754,51.50831,الرى,old
null,null,قاووس,new
31.03706,35.46845,صغر,old
31.53018,35.08912,مسجد إبراهيم,old
null,null,املوتا,new
37.51437,56.95205,اجغ,old
37.57458,55.99881,دينازارى,old
35.30758,50.77259,مشكويه,old
34.97799,50.42711,ساوة,old
35.43139,50.48705,ودروه,new
34.85118,50.71133,ودروه,new
30.39947,56.02186,الروذان,old
29.79365,55.67825,كردكان,old
30.13305,55.91036,أناس,new
30.20225,55.87182,أناس,new
34.42798,48.54618,راكاه,old
34.77554,48.57908,همذان,old
34.54399,48.82661,الديمر,new
34.65763,48.2993,الديمر,new
null,null,أوزكند,new
40.53599,72.85752,أوش,old
36.17215,60.54672,العقبة,old
40.79993,62.06959,نابادغين,old
41.35412,61.49617,رباط ماش,old
41.19127,61.80737,مضيق النهر,new
40.96947,61.75895,مضيق النهر,new
null,null,خان,new
30.81069,48.92625,الدورق,old
31.99567,48.30405,بصنا,old
35.9347,64.83857,اليهودية,old
36.46025,64.93938,فارياب,old
35.9054,65.15999,قصر الأمير,new
36.48128,64.61786,قصر الأمير,new
34.32388,47.09845,قرماسين,old
34.46868,47.65232,قنطرة النعمان,old
34.4848,47.36433,جبل بيستون,new
34.30755,47.3856,جبل بيستون,new
null,null,داور,new
31.86882,35.48149,الغور,old
31.39108,64.39078,بست,old
null,null,جيحون,new
39.06795,63.51255,آمل,old
39.17015,63.61874,فربر,old
null,null,شوروخ,new
40.13581,63.16025,الرمل,old
39.99849,63.82036,رباط تاش,old
null,null,مسجد أويس,new
37.9789,41.65964,أرزن,old
38.64984,-9.19189,المعدن,old
28.26649,54.21531,كرب,old
28.05935,53.70323,كاريان,old
28.38115,53.92777,جويم ابى احمد,new
27.94335,53.98961,جويم ابى احمد,new
14.1937,44.03504,السحول,old
14.56364,44.3972,ذمار,old
14.25594,44.28003,یحصب,new
14.49895,44.15172,یحصب,new
null,null,شروراح,new
13.97911,44.17683,الثجة,old
17.60657,43.54039,المهجرة,old
null,null,جنكى,new
33.99489,-6.88943,رباط,old
31.39074,65.88026,رباط الحجرية,old
36.88847,62.46952,بحيرآباذ,old
37.39749,62.29575,فاز,old
37.50741,62.61061,مهدي آباذ,new
36.7862,62.15477,مهدي آباذ,new
null,null,سابرخاست,new
36.5057,46.2141,برزة,old
37.34276,46.24758,مراغة,old
null,null,سيمور,new
19.90633,73.01422,سندان,old
7.60759,80.81976,سرنديب,old
null,null,الفعونية,new
38.61412,39.83119,شمشاط,old
38.75874,39.2247,حصن زياد,old
null,null,الخان حان لنجان,new
35.9347,64.83857,اليهودية,old
31.79256,51.69552,كرو,old
31.25559,52.02871,خان روشن,old
30.82066,52.44521,قصر أعين,old
31.25837,52.32292,إصطخران,new
30.82215,52.15124,إصطخران,new
null,null,مخيل,new
32.77902,22.203,حليمان,old
32.18179,23.31692,جب الميدعان,old
null,null,المعلاة,new
13.87387,44.72906,بدر,old
24.11893,39.2976,الروحاء,old
null,null,فلس,new
35.28205,-1.45702,الشقور,old
35.36971,1.36504,تاهرت,old
null,null,الطاحونة,new
30.80549,28.8519,حنية الروم,old
30.91449,27.94768,كنائس الحرير,old
null,null,ذات السلاسل,new
30.04325,31.24964,الفسطاط,old
30.40094,30.81078,ترنوط,old
29.98842,52.19005,خلار,old
29.61884,52.52867,شيراز,old
30.02247,52.37011,قرية جويم,new
29.70533,52.24073,قرية جويم,new
30.51616,50.39397,الزيتون,old
30.34108,50.22217,ريشهر,old
30.76751,50.31554,ارجان,new
30.30275,50.51014,ارجان,new
null,null,وفراوندة,new
33.44757,48.7573,دارقان,old
33.88116,49.54697,كرج,old
34.27292,62.58466,خيسار,old
35.20428,62.42996,كيف,old
34.90118,62.7153,v,new
34.58061,62.30137,v,new
null,null,قورية,new
38.89521,-6.32886,ماردة,old
36.67738,9.20563,باجة,old
